zone,woreda,epi_year,epi_week,popul_tot,tot_case,mal_case,mal_inc,conf_inc,pfm_inc,pv_inc,mal_prop,conf_prop,pfm_prop,pv_prop,pos_rate,pfm_pos_rate,pv_pos_rate,tmpa_obs,tmpa_anom,gpm_obs,gpm_anom,lstd_obs,lstd_anom,ndvi_obs,ndvi_anom,evi_obs,evi_anom,savi_obs,savi_anom,ndwi5_obs,ndwi5_anom,ndwi6_obs,ndwi6_anom
South Gondar,Fogera,2013,1,209534.1466,2557,796,3.798903486,3.798903486,3.164162074,0.634741412,0.311302307,0.311302307,0.259288228,0.052014078,0.442960489,0.368948247,0.074012242,36.33528853,22.46092947,36.33528853,25.39146856,33.65581727,-0.970202301,0.337575006,0.010427671,0.190540245,0.00391028,0.204439923,0.003399322,-0.048783902,0.015657219,0.017735793,0.017558559
South Gondar,Fogera,2013,2,209534.1466,2583,893,4.261835192,4.252290209,3.398014173,0.854276035,0.345722028,0.344947735,0.27564847,0.069299264,0.485294117,0.387799564,0.097494553,73.94547247,63.52830776,73.94547247,63.64794632,34.56876963,-0.013800432,0.33698761,0.017042091,0.191500853,0.007400518,0.205274741,0.006975179,-0.048802681,0.01525905,0.01705604,0.018409396
South Gondar,Fogera,2013,3,209534.1466,2648,737,3.517326469,3.517326469,2.639187975,0.878138494,0.278323262,0.278323262,0.208836858,0.069486404,0.444511459,0.333534378,0.11097708,8.60697241,0.665046857,8.60697241,0.665740545,36.34500125,1.441854782,0.332771668,0.017954311,0.190519128,0.008608774,0.204218103,0.008238879,-0.049722782,0.014309291,0.016597645,0.019509284000000002
South Gondar,Fogera,2013,4,209534.1466,2234,538,2.567600597,2.567600597,1.942404169,0.625196428,0.240823634,0.240823634,0.182184422,0.058639212,0.3767507,0.285014005,0.091736694,0,-6.590922062,0,-6.123825793,36.29306302,0.187144186,0.311618893,0.003843378,0.180946249,0.002029734,0.194273276,0.001416399,-0.049866441,0.014504796,0.014507841,0.019679264
South Gondar,Fogera,2013,5,209534.1466,2039,377,1.799229415,1.799229415,1.384022627,0.415206788,0.184894556,0.184894556,0.142226581,0.042667974,0.292248062,0.224806201,0.06744186,3.547683792,-5.585555447,3.547683792,-5.558512897,35.14831659,-1.937202061,0.294173302,-0.004133775,0.173200533,-0.001918371,0.186155077,-0.002794556,-0.048773668,0.016298526,0.012616093,0.020683401
South Gondar,Fogera,2013,6,209534.1466,2400,493,2.352838466,2.352838466,1.746732005,0.606106461,0.205416666,0.205416666,0.1525,0.052916666,0.323066841,0.239842726,0.083224115,0,-7.594559483,0,-7.541765362,36.67580956,-1.30822734,0.290630868,0.001730693,0.17197881,5.08217e-4,0.184903639,-2.17751e-4,-0.051596533,0.014416093,0.005835228,0.017383922
South Gondar,Fogera,2013,7,209534.1466,2628,475,2.266933613,2.266933613,1.832636858,0.434296755,0.180745814,0.180745814,0.146118721,0.034627092,0.301970756,0.244119516,0.057851239,0,-12.27976051,0,-12.22515966,40.62926125,1.665810373,0.286912589,0.006733509,0.170476665,0.002651965,0.183676023,0.002337613,-0.055719699,0.010985519,-0.001799,0.013223807
South Gondar,Fogera,2013,8,209534.1466,2788,552,2.634415483,2.634415483,2.12853135,0.505884133,0.197991391,0.197991391,0.159971305,0.038020086,0.321678321,0.259906759,0.061771561,29.43556444,25.38633377,29.43556444,25.46555858,41.63371169,1.27303781,0.271549078,4.44524e-4,0.16264734,-7.08889e-4,0.176105633,-6.93094e-4,-0.058292445,0.008907937,-0.009464169,0.008740459
South Gondar,Fogera,2013,9,209534.1466,2980,513,2.448288302,2.44351581,1.851726825,0.591788985,0.172147651,0.17181208,0.130201342,0.041610738,0.292738707,0.221841052,0.070897655,87.0278453,75.46588406,87.0278453,76.41939964,41.89672327,0.960744716,0.260182928,-0.004265056,0.155960795,-0.003339873,0.169360247,-0.003417753,-0.060695564,0.00803138,-0.014236562,0.008774159
South Gondar,Fogera,2013,10,209534.1466,2916,481,2.295568564,2.290796072,1.775366956,0.515429116,0.164951989,0.164609053,0.127572016,0.037037037,0.298136645,0.2310559,0.067080745,3.823316498,2.77376242,3.823316498,2.77376242,41.05792019,-0.363575815,0.254446561,-0.003646911,0.151703497,-0.004072916,0.164912174,-0.00444722,-0.062409529,0.009995262,-0.014723097,0.015471638
South Gondar,Fogera,2013,11,209534.1466,2677,603,2.877812565,2.877812565,2.314658531,0.563154034,0.225252147,0.225252147,0.181172954,0.044079193,0.359570661,0.289206917,0.070363744,0,-4.397418112,0,-4.397418112,41.66375291,0.015963474,0.246038591,-0.007375975,0.144653203,-0.007844135,0.157931198,-0.008253363,-0.063984666,0.009696994,-0.021780829,0.013557147
South Gondar,Fogera,2013,12,209534.1466,2281,404,1.928086694,1.928086694,1.541514857,0.386571837,0.1771153,0.1771153,0.141604559,0.03551074,0.30981595,0.247699386,0.062116564,6.794391291,2.452202177,6.794391291,2.452202177,42.88186874,0.276031605,0.235008552,-0.011397001,0.138212893,-0.009634739,0.151598928,-0.01001119,-0.064877661,0.008652804,-0.031232932,0.007296014
South Gondar,Fogera,2013,13,209534.1466,2418,465,2.219208695,2.219208695,1.784911939,0.434296755,0.192307692,0.192307692,0.154673283,0.037634408,0.365566037,0.294025157,0.07154088,0,-4.502317901,0,-4.502317901,44.14326897,-0.035377647,0.225380182,-0.015323018,0.13420886,-0.011218827,0.147588555,-0.011525542,-0.065982688,0.008155245,-0.035612032,0.00650152
South Gondar,Fogera,2013,14,209534.1466,2393,561,2.677367909,2.677367909,2.176256268,0.501111641,0.234433765,0.234433765,0.190555787,0.043877977,0.386097728,0.313833448,0.07226428,0,-0.466792769,0,-0.533687635,45.62614415,1.3417167,0.217608074,-0.019722303,0.131717787,-0.012598336,0.145023838,-0.012928337,-0.065725586,0.009940864,-0.037039038,0.008377332
South Gondar,Fogera,2013,15,209534.1466,2548,637,3.040077287,3.040077287,2.457833286,0.582244002,0.25,0.25,0.202119309,0.04788069,0.396884735,0.320872274,0.076012461,0,-0.527567931,0,-1.558788881,45.58138742,2.146260008,0.212170881,-0.025127191,0.129735181,-0.013521682,0.142976588,-0.013887525,-0.064875043,0.011065113,-0.039777738,0.007764217
South Gondar,Fogera,2013,16,209534.1466,2979,718,3.426649124,3.426649124,2.820542664,0.606106461,0.241020476,0.241020476,0.198388721,0.042631755,0.37591623,0.309424083,0.066492146,0,-0.221429486,0,-0.205889038,44.7958018,0.756322714,0.213018355,-0.022649444,0.128739993,-0.012268169,0.141922831,-0.012811613,-0.066005015,0.009789274,-0.041498478,0.00772556
South Gondar,Fogera,2013,17,209534.1466,2779,658,3.140299615,3.140299615,2.562828106,0.57747151,0.236775818,0.236775818,0.193234976,0.043540842,0.377077363,0.307736389,0.069340974,0,-2.930602609,0,-3.467642988,45.06381723,1.344391796,0.218081706,-0.018926071,0.126916745,-0.012901721,0.139946613,-0.013654667,-0.067443636,0.00750468,-0.037466113,0.009871602
South Gondar,Fogera,2013,18,209534.1466,2347,502,2.395790892,2.395790892,2.02353653,0.372254362,0.213890072,0.213890072,0.180656156,0.033233915,0.369933677,0.312453942,0.057479734,0,-0.331704795,0,-5.065911295,44.41627287,1.345418191,0.21495323,-0.028472367,0.124118624,-0.016716568,0.137377651,-0.017259166,-0.066584149,0.00706881,-0.03619493,0.007038897
South Gondar,Fogera,2013,19,209534.1466,1999,431,2.056943973,2.056943973,1.65605466,0.400889313,0.215607803,0.215607803,0.173586793,0.04202101,0.275575447,0.221867007,0.053708439,0,-1.411850053,0,-4.288067994,41.18397943,-0.663387991,0.217987207,-0.035540924,0.123790465,-0.020269974,0.137233633,-0.02069164,-0.066994657,0.0041132,-0.033224623,0.00250174
South Gondar,Fogera,2013,20,209534.1466,2865,759,3.622321289,3.622321289,3.011442336,0.610878953,0.264921465,0.264921465,0.220244328,0.044677137,0.419568822,0.348811498,0.070757324,0,-1.149147698,0,-8.175082848,39.77248133,-0.787498759,0.226999187,-0.036749698,0.122410386,-0.025034137,0.135581392,-0.025545583,-0.065701424,0.002356929,-0.031296546,-0.002392722
South Gondar,Fogera,2013,21,209534.1466,2975,787,3.75595106,3.75595106,3.254839419,0.501111641,0.264537815,0.264537815,0.229243697,0.035294117,0.385973516,0.334477685,0.051495831,3.302416897,2.634235224,3.302416897,-1.191976124,40.61561131,1.165962249,0.228115275,-0.045142466,0.120261509,-0.031023412,0.133172913,-0.031448147,-0.063193853,6.72812e-4,-0.033667172,-0.012450439
South Gondar,Fogera,2013,22,209534.1466,3210,878,4.190247815,4.190247815,3.684363682,0.505884133,0.273520249,0.273520249,0.240498442,0.033021806,0.424564796,0.373307543,0.051257253,1.73831e-6,-0.837989523,1.73831e-6,-1.014503583,39.95897812,1.700882342,0.221996562,-0.061405168,0.117687042,-0.040177677,0.13027307,-0.04062377,-0.059775302,-0.001374691,-0.035658123,-0.02341265
South Gondar,Fogera,2013,23,209534.1466,3327,916,4.371602504,4.371602504,3.727316109,0.644286395,0.275323113,0.275323113,0.234746017,0.040577096,0.418647166,0.356946983,0.061700182,0.023858743,-0.435526039,0.023858743,-0.523864705,39.47338737,3.521027421,0.209594524,-0.089497247,0.112310837,-0.057411446,0.124169935,-0.05731067,-0.055004123,-0.003200164,-0.031216371,-0.033386877
South Gondar,Fogera,2013,24,209534.1466,2562,574,2.739410303,2.739410303,2.28602358,0.453386723,0.224043715,0.224043715,0.186963309,0.037080405,0.350213544,0.292251372,0.057962172,0.131277385,-3.534357836,0.131277385,-6.692520919,34.34504502,1.814165292,0.205202943,-0.102068005,0.109611022,-0.064622156,0.119974971,-0.064269475,-0.054922481,-0.01182841,-0.029340206,-0.049634233
South Gondar,Fogera,2013,25,209534.1466,2694,712,3.398014173,3.398014173,2.763272762,0.634741412,0.264291017,0.264291017,0.214922048,0.049368968,0.408960367,0.332567489,0.076392877,1.994325989,-0.562824959,1.994325989,-1.80586923,33.40893694,3.07827686,0.258267343,-0.079842897,0.136036008,-0.056597077,0.145420028,-0.055736747,-0.058252061,-0.023899902,-0.01317923,-0.052655853
South Gondar,Fogera,2013,26,209534.1466,3580,1040,4.963391489,4.963391489,4.247517717,0.715873773,0.290502793,0.290502793,0.248603351,0.041899441,0.427631578,0.365953947,0.061677631,0.454978639,-3.388032663,0.454978639,-6.301096837,28.89188931,1.576172985,0.312657545,-0.058299441,0.156994948,-0.052669202,0.168204031,-0.051336431,-0.02175983,-0.014834167,0.044253972,-0.039885409
South Gondar,Fogera,2013,27,209534.1466,2879,729,3.479146534,3.479146534,2.939854959,0.539291575,0.253212921,0.253212921,0.213963181,0.039249739,0.372508942,0.314767501,0.05774144,2.628019783,-4.208876064,2.628019783,-7.636157547,25.46225832,-0.370199841,0.318865241,-0.056552658,0.163501932,-0.053048151,0.172588536,-0.052003601000000003,0.009076393,-0.021283167,0.075272321,-0.068831765
South Gondar,Fogera,2013,28,213305.7612,2861,736,3.45044595,3.45044595,2.840992182,0.609453768,0.257252708,0.257252708,0.211814051,0.045438657,0.396124865,0.326157158,0.069967707,75.29063182,62.54690938,75.29063182,60.05049773,23.14726552,-1.477163861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Gondar,Fogera,2013,29,213305.7612,2384,384,1.80023267,1.795544564,1.49081768,0.304726884,0.161073825,0.160654362,0.133389261,0.0272651,0.297129557,0.24670287,0.050426687,15.74886855,3.488308173,15.74886855,2.033524682,22.64705073,-1.48113276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Gondar,Fogera,2013,30,213305.7612,2811,602,2.822239758,2.822239758,2.306548108,0.51569165,0.214158662,0.214158662,0.17502668,0.039131981,0.324703344,0.265372168,0.059331175,25.78722735,-3.760395633,25.78722735,2.472976357,24.91401477,0.851294519,0.162281719,-0.148495584,0.104158919,-0.092601874,0.106909392,-0.092956392,0.271246603,0.068897418,NA,NA
South Gondar,Fogera,2013,31,213305.7612,2231,373,1.748663505,1.748663505,1.322045867,0.426617638,0.167189601,0.167189601,0.126400717,0.040788883,0.284515636,0.215102974,0.069412662,40.52989545,11.52436086,40.52989545,8.844776972,24.99745182,0.92245852800000006,0.175202069,-0.112237576,0.110065622,-0.074597775,0.112367805,-0.074078656,0.273063817,0.034063937,NA,NA
South Gondar,Fogera,2013,32,213305.7612,1971,257,1.204843219,1.204843219,0.834482852,0.370360367,0.130390664,0.130390664,0.090309487,0.040081177,0.223672758,0.154917319,0.068755439,75.75938917,42.94530222,75.75938917,40.12867899,25.26058448,1.093835176,0.227375645,-0.090786142,0.126971537,-0.071240757,0.141430511,-0.062093379,NA,NA,NA,NA
South Gondar,Fogera,2013,33,213305.7612,1930,192,0.900116335,0.900116335,0.628206192,0.271910143,0.099481865,0.099481865,0.069430051,0.030051813,0.197734294,0.138002059,0.059732234,145.7582526,90.09066567,145.7582526,100.3756776,24.972638,0.799328824,0.293776033,-0.060638125,0.171813205,-0.049929897,0.181526781,-0.046811576,0.226095163,0.030035546,0.372940696,-0.017518263
South Gondar,Fogera,2013,34,213305.7612,2045,283,1.326733973,1.326733973,1.022007088,0.304726884,0.138386308,0.138386308,0.106601466,0.031784841,0.238416175,0.183656276,0.054759898,70.34472886,39.95493021,70.34472886,37.35841423,23.45145473,-0.35407879,0.235694282,-0.159686442,0.131016895,-0.117966636,0.148368971,-0.105874342,0.264438237,0.090880075,0.391277967,0.028626024
South Gondar,Fogera,2013,35,213305.7612,1999,254,1.190778901,1.190778901,0.862611488,0.328167414,0.127063531,0.127063531,0.092046023,0.035017508,0.265690376,0.192468619,0.073221757,13.5782787,-18.85115523,13.5782787,-20.55950645,23.82543274,-0.474606386,0.216645397,-0.210097163,0.118996181,-0.149323459,0.132875093,-0.141266878,0.26949562,0.100522548,0.449650281,0.071020212
South Gondar,Fogera,2013,36,213305.7612,1609,183,0.857923382,0.857923382,0.586013239,0.271910143,0.113735239,0.113735239,0.077688004,0.036047234,0.211805555,0.144675925,0.067129629,10.60214139,-12.9336531,10.60214139,-18.37923277,24.84556502,0.305762732,0.446792658,-0.076390878,0.267901328,-0.067770117,0.284224165,-0.053107591,0.171938785,0.04947215,0.421630705,0.069417242
South Gondar,Fogera,2013,37,213305.7612,1250,131,0.614141874,0.614141874,0.417241426,0.196900448,0.1048,0.1048,0.0712,0.0336,0.22053872,0.149831649,0.07070707,3.084185897,-26.51248712,3.084185897,-25.84212287,25.52580181,0.239600783,0.580340145,-0.006775658,0.371907329,-0.00979797,0.373021389,-0.007660375,0.09998795,0.010885089,0.338425185,0.020980893
South Gondar,Fogera,2013,38,213305.7612,2685,286,1.34079829,1.34079829,1.05482383,0.285974461,0.10651769,0.10651769,0.083798882,0.022718808,0.219830899,0.172943889,0.046887009,43.55567773,10.58963682,43.55567773,12.07880516,26.52582498,0.325443338,0.600334403,-0.01779738,0.38831455,-0.012845972,0.387784561,-0.012239871,0.072408375,0.00600468,0.291617631,-4.2729e-4
South Gondar,Fogera,2013,39,213305.7612,2575,355,1.664277598,1.664277598,1.345486396,0.318791202,0.137864077,0.137864077,0.11145631,0.026407766,0.274343122,0.22179289,0.052550231,36.2258724,4.119021692,36.2258724,4.4894334,28.27623424,1.24331881,0.595741012,-0.025332415,0.381223052,-0.016973179,0.382205368,-0.016124305,0.0587312,0.004898033,0.270813334,-0.005102641
South Gondar,Fogera,2013,40,213305.7612,2923,344,1.612708433,1.612708433,1.270476702,0.342231731,0.117687307,0.117687307,0.092712966,0.024974341,0.242937853,0.19138418,0.051553672,9.020862359,-28.62247621,9.020862359,-31.64207554,26.75126127,-1.162569822,0.584143263,-0.027685181,0.361182049,-0.024509855,0.364562138,-0.023055985,0.061334951,0.018021362,0.285854518,0.024747175
South Gondar,Fogera,2013,41,213305.7612,661,477,2.236226519,2.236226519,1.828361305,0.407865214,0.721633888,0.721633888,0.590015128,0.131618759,0.248566961,0.203230849,0.045336112,0.590679432,-28.79470418,0.590679432,-29.74016877,25.82877481,-2.633170455,0.586091105,-0.00478,0.3543226,-0.010930435,0.358564315,-0.010983253,0.068888008,0.038663408,0.309410002,0.072070426
South Gondar,Fogera,2013,42,213305.7612,2329,285,1.336110184,1.336110184,0.984502241,0.351607943,0.122370115,0.122370115,0.090167453,0.032202662,0.217723453,0.160427807,0.057295645,2.422145322,-42.35877362,2.422145322,-36.31024969,27.0253874,-2.355155712,0.565321918,0.004969776,0.337935204,-0.001759751,0.344528851,-0.002059491,0.043203786,0.029262151,0.253297045,0.050520965
South Gondar,Fogera,2013,43,213305.7612,2326,172,0.806354217,0.806354217,0.576637027,0.22971719,0.073946689,0.073946689,0.052880481,0.021066208,0.147766323,0.105670103,0.042096219,12.11314747,-11.55632351,12.11314747,-11.02557708,28.76654054,-1.382905028,0.544147596,0.018724808,0.322000936,0.009248791,0.330103226,0.008022314,0.026382055,0.027699803,0.214940846,0.046773508
South Gondar,Fogera,2013,44,213305.7612,2379,271,1.270476702,1.270476702,1.022007088,0.248469613,0.113913408,0.113913408,0.09163514,0.022278268,0.236888111,0.19055944,0.046328671,11.70380768,-10.48396688,11.70380768,-4.674521985,30.51875675,-0.160756772,0.523373042,0.029800449,0.30681697,0.018895215,0.316243654,0.017064763,0.014894393,0.029534983,0.189832723,0.052193634
South Gondar,Fogera,2013,45,213305.7612,2379,546,2.559705827,2.559705827,2.100271448,0.459434379,0.229508196,0.229508196,0.188314417,0.041193778,0.273,0.224,0.049,28.37615953,7.115664514,28.37615953,8.917224763,31.05322264,-0.552334964,0.491873686,0.025314179,0.286264229,0.019504889,0.297163322,0.017810509,0.003570419,0.02970866,0.16247681,0.054135007
South Gondar,Fogera,2013,46,213305.7612,2191,344,1.612708433,1.612708433,1.350174502,0.262533931,0.157005933,0.157005933,0.131446827,0.025559105,0.245714285,0.205714285,0.04,1.22295293,-15.7871704,1.22295293,-15.00435663,29.59343116,-2.680825556,0.459285509,0.019445804,0.263883732,0.01537473,0.275924869,0.013985046,-0.006551539,0.029907492,0.135253119,0.05412937
South Gondar,Fogera,2013,47,213305.7612,1940,239,1.120457313,1.115769207,0.942309288,0.173459919,0.123195876,0.122680412,0.103608247,0.019072164,0.248434237,0.209812108,0.038622129,0.031386061,-14.09559719,0.031386061,-12.01465784,29.84688288,-2.681071482,0.433938843,0.018404708,0.243116529,0.010203642,0.256225986,0.009254651,-0.016087613,0.028914274,0.10667242,0.048362555
South Gondar,Fogera,2013,48,213305.7612,2211,335,1.57051548,1.57051548,1.279852914,0.290662566,0.151515151,0.151515151,0.123473541,0.02804161,0.24796447,0.202072538,0.045891931,0.117582814,-6.676886013,0.117582814,-6.045273386,33.1669369,-0.312014949,0.408025663,0.015320358,0.225475301,0.006769955,0.239466433,0.006222393,-0.027755963,0.02453495,0.079978546,0.041734523
South Gondar,Fogera,2013,49,213305.7612,2269,289,1.354862608,1.354862608,1.092328677,0.262533931,0.127368884,0.127368884,0.102688408,0.024680475,0.210948905,0.170072992,0.040875912,5.638101796,-4.157450085,5.638101796,-2.995217196,34.3910296,0.667525692,0.377605528,0.003985795,0.208456139,8.29759e-4,0.222981241,6.00771e-4,-0.04005856,0.017251791,0.050652102,0.027004956
South Gondar,Fogera,2013,50,213305.7612,2138,286,1.34079829,1.34079829,0.975126029,0.365672261,0.133769878,0.133769878,0.097287184,0.036482694,0.220338983,0.160246533,0.060092449,2.265072448,-9.02660937,2.265072448,-8.312662885,33.09504507,-1.04018221,0.356220164,-0.002984314,0.197277845,-0.003017221,0.211831346,-0.003308557,-0.044423655,0.015594582,0.036232811,0.021742053
South Gondar,Fogera,2013,51,213305.7612,2008,224,1.050135724,1.050135724,0.74540884,0.304726884,0.111553784,0.111553784,0.079183266,0.032370517,0.203821656,0.144676979,0.059144676,9.310920778,2.15997073,9.310920778,2.161544289,33.26801804,-0.989781359,0.343606459,-0.004792964,0.190997065,-0.004321039,0.205455913,-0.004703723,-0.047002917,0.014970866,0.027078871,0.019493896
South Gondar,Fogera,2013,52,213305.7612,1766,144,0.675087251,0.675087251,0.487563015,0.187524236,0.081540203,0.081540203,0.058890147,0.022650056,0.168815943,0.121922626,0.046893317,58.23199362,50.06786934,58.23199362,50.06786934,33.6123964,-0.51683517,0.334636016,-0.003614111,0.187135448,-0.003929877,0.201522952,-0.004181367,-0.049795196,0.013578375,0.022748934,0.019273826
South Gondar,Fogera,2014,1,213305.7612,1807,123,0.576637027,0.571948921,0.393800897,0.178148025,0.068068622,0.067515218,0.046485888,0.02102933,0.134065934,0.092307692,0.041758241,20.79279399,6.918434925,20.79279399,9.848974022,33.74240409,-0.883615477,0.328865527,0.001718192,0.186591138,-3.88268e-5,0.200798575,-2.42026e-4,-0.048426506,0.016014615,0.023718311,0.023541077
South Gondar,Fogera,2014,2,213305.7612,1409,99,0.464122485,0.464122485,0.267222037,0.196900448,0.070262597,0.070262597,0.040454222,0.029808374,0.134510869,0.077445652,0.057065217,5.936309748,-4.480854964,5.936309748,-4.361216401,33.21885198,-1.363718079,0.325925155,0.005979636,0.187766302,0.003665967,0.201587344,0.003287782,-0.045734936,0.018326795,0.025659364,0.02701272
South Gondar,Fogera,2014,3,213305.7612,1425,99,0.464122485,0.464122485,0.271910143,0.192212342,0.069473684,0.069473684,0.040701754,0.028771929,0.12375,0.0725,0.05125,1.095954656,-6.845970897,1.095954656,-6.845277209,33.89936938,-1.003777089,0.326124445,0.011307089,0.188566664,0.006656311,0.202005761,0.006026536,-0.045754028,0.018278046,0.025735667,0.028647306
South Gondar,Fogera,2014,4,213305.7612,1389,91,0.426617638,0.426617638,0.225029084,0.201588554,0.065514758,0.065514758,0.034557235,0.030957523,0.124316939,0.06557377,0.058743169,0,-6.590922062,0,-6.123825793,35.70794595,-0.397972884,0.321642193,0.013866677000000001,0.185774833,0.006858319,0.199135807,0.006278929,-0.048783041,0.015588195,0.021008484,0.026179907
South Gondar,Fogera,2014,5,213305.7612,1481,95,0.445370062,0.445370062,0.257845825,0.187524236,0.064145847,0.064145847,0.037137069,0.027008777,0.129604365,0.075034106,0.054570259,0.002794486,-9.1304447540000009,0.002794486,-9.103402204,36.29232943,-0.793189221,0.314791275,0.016484198,0.18293507,0.007816166,0.196311127,0.007361494,-0.050682368,0.014389825,0.015624169,0.023691477
South Gondar,Fogera,2014,6,213305.7612,1849,113,0.529755968,0.529755968,0.295350672,0.234405296,0.061114115,0.061114115,0.034072471,0.027041644,0.138991389,0.077490774,0.061500615,1.73831e-6,-7.594557744,1.73831e-6,-7.541763624,36.79646848,-1.187568415,0.306383598,0.017483423,0.180463193,0.008992599,0.193594984,0.008473595,-0.05070171,0.015310915,0.014329872,0.025878566
South Gondar,Fogera,2014,7,213305.7612,1689,110,0.51569165,0.51569165,0.304726884,0.210964766,0.065127294,0.065127294,0.03848431,0.026642984,0.136645962,0.080745341,0.055900621,0,-12.27976051,0,-12.22515966,36.90236035,-2.061090523,0.295238711,0.015059631,0.175956472,0.008131773,0.18888033,0.00754192,-0.051307871,0.015397347,0.010560212,0.025583019
South Gondar,Fogera,2014,8,213305.7612,1549,97,0.454746273,0.454746273,0.328167414,0.12657886,0.062621045,0.062621045,0.045190445,0.0174306,0.128137384,0.092470277,0.035667107,0,-4.049230663,0,-3.970005857,37.88918662,-2.471487257,0.287063582,0.015959029,0.172676679,0.00932045,0.185545591,0.008746865,-0.051613859,0.015586522,0.00750864,0.025713268
South Gondar,Fogera,2014,9,213305.7612,1853,58,0.271910143,0.271910143,0.20627666,0.065633483,0.031300593,0.031300593,0.023745277,0.007555315,0.067599067,0.051282051,0.016317016,0,-11.56196125,0,-10.60844566,38.77287261,-2.163105945,0.283956097,0.019508113,0.169815423,0.010514755,0.182833922,0.010055922,-0.052609079,0.016117865,0.005066524,0.028077245
South Gondar,Fogera,2014,10,213305.7612,2098,73,0.342231731,0.342231731,0.243781507,0.098450224,0.034795042,0.034795042,0.02478551,0.010009532,0.078663793,0.056034482,0.02262931,0,-1.049554078,0,-1.049554078,37.84971688,-3.571779126,0.282279643,0.024186171,0.166014601,0.010238189,0.179392228,0.010032834,-0.054076758,0.018328032,0.00107003,0.031264765
South Gondar,Fogera,2014,11,213305.7612,1828,75,0.351607943,0.351607943,0.173459919,0.178148025,0.041028446,0.041028446,0.0202407,0.020787746,0.091575091,0.045177045,0.046398046,32.62782642,28.23040831,32.62782642,28.23040831,36.77803348,-4.86975596,0.279284219,0.025869653,0.160560903,0.008063564,0.174463625,0.008279064,-0.055971833,0.017709827,-0.008790012,0.026547965
South Gondar,Fogera,2014,12,213305.7612,1852,112,0.525067862,0.525067862,0.370360367,0.154707495,0.060475161,0.060475161,0.042656587,0.017818574,0.131919905,0.093050647,0.038869257,0,-4.342189114,0,-4.342189114,38.24938997,-4.356447163,0.273676079,0.027270526,0.155866688,0.008019056,0.170086771,0.008476652,-0.058084647,0.015445818,-0.015383981,0.023144965
South Gondar,Fogera,2014,13,213305.7612,1685,95,0.445370062,0.445370062,0.323479308,0.121890754,0.056379821,0.056379821,0.040949554,0.015430267,0.127345844,0.092493297,0.034852546,1.70011e-4,-4.502147889,1.70011e-4,-4.502147889,42.63716602,-1.541480602,0.26492589,0.02422269,0.153833293,0.008405605,0.168018505,0.008904408,-0.060381261,0.013756673,-0.021986102,0.020127449
South Gondar,Fogera,2014,14,213305.7612,1525,105,0.492251121,0.492251121,0.337543626,0.154707495,0.068852459,0.068852459,0.047213114,0.021639344,0.145027624,0.099447513,0.04558011,0.002612801,-0.464179968,1.0060358,0.472348165,43.62243243,-0.661995021,0.257387536,0.02005716,0.151924847,0.007608724,0.166076979,0.008124803,-0.061574238,0.014092213,-0.027167686,0.018248684
South Gondar,Fogera,2014,15,213305.7612,1731,105,0.492251121,0.492251121,0.356296049,0.135955071,0.060658578,0.060658578,0.043905257,0.016753321,0.111111111,0.08042328,0.03068783,1.643368941,1.115801011,17.1116832,15.55289432,39.51423422,-3.920893195,0.254771625,0.017473553,0.150659673,0.00740281,0.164853101,0.007988988,-0.058676481,0.017263675,-0.026180808,0.021361147
South Gondar,Fogera,2014,16,213305.7612,1722,112,0.525067862,0.525067862,0.407865214,0.117202648,0.06504065,0.06504065,0.050522648,0.014518002,0.146596858,0.113874345,0.032722513,0.835032142,0.613602656,0.601925431,0.396036393,41.817045039999996,-2.222434045,0.255775111,0.020107311,0.150204004,0.009195842,0.164288544,0.009554101,-0.059849955,0.015944335,-0.025147185,0.024076854
South Gondar,Fogera,2014,17,213305.7612,1518,76,0.356296049,0.356296049,0.239093401,0.117202648,0.050065876,0.050065876,0.033596837,0.016469038,0.125619834,0.08429752,0.041322314,0,-2.930602609,8.055605678,4.58796269,41.33596912,-2.383456322,0.260165523,0.023157745,0.148440413,0.008621947,0.162311241,0.008709962,-0.060501035,0.014447281,-0.017759877,0.029577837
South Gondar,Fogera,2014,18,213305.7612,1535,98,0.459434379,0.459434379,0.276598249,0.182836131,0.063843648,0.063843648,0.038436482,0.025407166,0.162790697,0.098006644,0.064784053,0,-0.331704795,71.0130975,65.9471862,39.56119948,-3.509655199,0.279225838,0.03580024,0.153065554,0.012230363,0.16715252,0.012515703,-0.059083227,0.014569732,-0.014108746,0.029125082
South Gondar,Fogera,2014,19,213305.7612,1648,133,0.623518086,0.623518086,0.464122485,0.159395601,0.080703883,0.080703883,0.060072815,0.020631067,0.189458689,0.141025641,0.048433048,0,-1.411850053,43.14326911,38.85520112,35.13384039,-6.713527029,0.311412633,0.057884502,0.167260352,0.023199913,0.181811303,0.023886029,-0.049366184,0.021741673,0.014494202,0.050220565
South Gondar,Fogera,2014,20,213305.7612,1776,191,0.895428229,0.895428229,0.623518086,0.271910143,0.107545045,0.107545045,0.074887387,0.032657657,0.226840855,0.157957244,0.06888361,0.754515234,-0.394632465,106.1435425,97.96845963,30.43892147,-10.12105863,0.366061266,0.102312381,0.19325507,0.045810547,0.207495636,0.046368662,-0.0294148,0.038643553,0.058543832,0.087447656
