zone,woreda,epi_year,epi_week,popul_tot,tot_case,mal_case,mal_inc,conf_inc,pfm_inc,pv_inc,mal_prop,conf_prop,pfm_prop,pv_prop,pos_rate,pfm_pos_rate,pv_pos_rate,tmpa_obs,tmpa_anom,gpm_obs,gpm_anom,lstd_obs,lstd_anom,ndvi_obs,ndvi_anom,evi_obs,evi_anom,savi_obs,savi_anom,ndwi5_obs,ndwi5_anom,ndwi6_obs,ndwi6_anom
North Gondar,Metema,2013,9,101821.7186,1725,348,3.417738425,3.417738425,2.563303819,0.854434606,0.20173913,0.20173913,0.151304347,0.050434782,0.309058614,0.23179396,0.077264653,61.51676751,49.90237974,61.51676751,53.84448358,45.4088668,0.409038102,0.227997243,-9.2944e-4,0.127800147,0.00123247,0.143338616,0.001489442,-0.10993462,0.002893859,-0.098637304,0.001868132
North Gondar,Metema,2013,10,101821.7186,1288,288,2.828473179,2.828473179,2.258850109,0.569623071,0.223602484,0.223602484,0.178571428,0.045031055,0.576,0.46,0.116,0.612105628,-0.832364154,0.612105628,-0.832364154,45.80941853,0.11618756,0.223470051,-0.003451565,0.126260608,8.65872e-4,0.141683938,9.32341e-4,-0.10787602,0.006769411,-0.096645634,0.008624222
North Gondar,Metema,2013,11,101821.7186,1408,380,3.732013223,3.712371048,2.258850109,1.453520939,0.269886363,0.268465909,0.163352272,0.105113636,0.519944979,0.316368638,0.203576341,0,-5.129722106,0,-5.129722106,47.05552909,0.677965126,0.219679151,-0.004687237,0.125488109,6.86383e-4,0.140872749,6.42158e-4,-0.106384431,0.008001943,-0.095563768,0.011347113
North Gondar,Metema,2013,12,101821.7186,1480,423,4.154319982,4.154319982,2.897220791,1.257099191,0.28581081,0.28581081,0.199324324,0.086486486,0.452406417,0.315508021,0.136898395,16.63673037,13.9614945,16.63673037,13.9614945,48.92330675,1.879473319,0.216597222,-0.005267168,0.124435202,-3.36578e-4,0.139875926,-3.25822e-4,-0.106267106,0.007037562,-0.096300254,0.011596911
North Gondar,Metema,2013,13,101821.7186,1739,325,3.191853414,3.191853414,1.856185524,1.33566789,0.186889016,0.186889016,0.108683151,0.078205865,0.336787564,0.195854922,0.140932642,2.460529632,0.611655171,2.460529632,0.611655171,50.27725361,1.546517097,0.215221723,-0.003495236,0.12480163700000001,7.54143e-4,0.140329206,8.81367e-4,-0.105573736,0.005845117,-0.097108968,0.010428632
North Gondar,Metema,2013,14,101821.7186,1342,311,3.05435819,3.05435819,1.846364437,1.207993754,0.231743666,0.231743666,0.140089418,0.091654247,0.446197991,0.269727403,0.176470588,0,-0.120516218,0,-0.121417578,50.08872731,0.748902877,0.212768071,-0.005153874,0.124783992,-3.18301e-4,0.140364587,-3.00883e-4,-0.104218207,0.007288363,-0.096624235,0.011445217
North Gondar,Metema,2013,15,101821.7186,1299,265,2.602588169,2.602588169,1.158888317,1.443699852,0.204003079,0.204003079,0.090839107,0.113163972,0.306358381,0.136416184,0.169942196,0.189441327,-0.10733804500000001,0.189441327,-2.165105447,49.97181622,0.631385029,0.211177926,-0.008481303,0.124133043,-0.002379098,0.139989076,-0.002224195,-0.104255143,0.007624676,-0.092738158,0.015606289
North Gondar,Metema,2013,16,101821.7186,1418,267,2.622230343,2.622230343,1.384773327,1.237457016,0.18829337,0.18829337,0.099435825,0.088857545,0.294052863,0.155286343,0.138766519,0,-0.236492669,0,-0.970985334,47.3754946,-1.296274552,0.212154811,-0.011765644,0.123685102,-0.004132534,0.139598115,-0.003995095,-0.105177012,0.006660078,-0.090146817,0.018052176
North Gondar,Metema,2013,17,101821.7186,1863,294,2.887399704,2.887399704,1.394594415,1.492805289,0.157809983,0.157809983,0.076221148,0.081588835,0.37074401,0.179066834,0.191677175,6.23123e-4,-0.689684672,6.23123e-4,-1.261219807,50.46188822,2.306537303,0.213810131,-0.013062917,0.123382984,-0.004990125,0.13869916,-0.005208218,-0.106020332,0.004702815,-0.094653433,0.010684963
North Gondar,Metema,2013,18,101821.7186,880,156,1.532089639,1.532089639,0.785686994,0.746402645,0.177272727,0.177272727,0.09090909,0.086363636,0.202860858,0.104031209,0.098829648,0.00463532,-0.117990786,0.00463532,-0.361625187,49.48012265,1.257490582,0.215055269,-0.018875543,0.123693452,-0.006156179,0.138922416,-0.006627846,-0.105555318,0.00593396,-0.098576972,0.005960076
North Gondar,Metema,2013,19,101821.7186,1234,180,1.767795737,1.767795737,0.982108743,0.785686994,0.145867098,0.145867098,0.081037277,0.064829821,0.329670329,0.183150183,0.146520146,0,-0.939809317,0,-1.894486685,47.66022562,0.509979079,0.21907059,-0.022010164,0.124328624,-0.007184428,0.139735671,-0.0076105,-0.105035559,0.005111921,-0.099101123,0.001872647
North Gondar,Metema,2013,20,101821.7186,1144,221,2.170460322,2.170460322,0.805329169,1.365131153,0.193181818,0.193181818,0.071678321,0.121503496,0.318443804,0.118155619,0.200288184,0,-1.713862808,0,-2.055582356,45.27110203,-0.269444852,0.234264479,-0.016828631,0.129615658,-0.005740957,0.145556059,-0.005428279,-0.105227612,4.03223e-4,-0.092240163,0.001457357
North Gondar,Metema,2013,21,101821.7186,1616,256,2.514198382,2.514198382,1.502626377,1.011572005,0.158415841,0.158415841,0.094678217,0.063737623,0.276457883,0.165226781,0.111231101,0.013680539,-0.227656064,0.013680539,-5.161598108,41.87260834,-1.151800297,0.269963247,-0.005929222,0.144713631,-0.002116876,0.160791811,-0.001614683,-0.094467012,0.004266004,-0.070965212,0.006919337
North Gondar,Metema,2013,22,101821.7186,1442,244,2.396345333,2.396345333,1.37495224,1.021393093,0.169209431,0.169209431,0.097087378,0.072122052,0.249233912,0.143003064,0.106230847,0.819472339,0.64150436,0.819472339,-0.325984674,37.86007304,-1.572716472,0.28169336,-0.026883688,0.148743401,-0.015456403,0.164745765,-0.014658179,-0.089000536,-0.002183269,-0.063269075,-0.010287608
