WID,woreda_name,environ_var_code,obs_date,obs_value
14,Alefa,ndwi6,2018-04-23,-0.08335592384151969
14,Alefa,ndwi6,2018-04-24,-0.0830412294456601
14,Alefa,ndwi6,2018-04-25,-0.08007042893971981
14,Alefa,ndwi6,2018-04-26,-0.08033606757164653
14,Alefa,ndwi6,2018-04-27,-0.08073163097178923
14,Alefa,ndwi6,2018-04-28,-0.08075355863704542
14,Alefa,ndwi6,2018-04-29,-0.08139295635790554
14,Alefa,ndwi6,2018-04-30,-0.07974219001749523
14,Alefa,ndwi6,2018-05-01,-0.07976622368860865
14,Alefa,ndwi6,2018-05-02,-0.08151554853730256
14,Alefa,ndwi6,2018-05-03,-0.08151446095383513
14,Alefa,ndwi6,2018-05-04,-0.08199400612730834
14,Alefa,ndwi6,2018-05-05,-0.08200227023508107
14,Alefa,ndwi6,2018-05-06,-0.08244015131762192
14,Alefa,ndwi6,2018-05-07,-0.08053291913531047
14,Alefa,ndwi6,2018-05-08,-0.07938782435323821
14,Alefa,ndwi6,2018-05-09,-0.07983233745347089
14,Alefa,ndwi6,2018-05-10,-0.0824884644360635
14,Alefa,ndwi6,2018-05-11,-0.08487390046550809
14,Alefa,ndwi6,2018-05-12,-0.08556988489035995
14,Alefa,ndwi6,2018-05-13,-0.09000894488424749
14,Alefa,ndwi6,2018-05-14,-0.09083363719552462
14,Alefa,ndwi6,2018-05-15,-0.09107927037627685
14,Alefa,ndwi6,2018-05-16,-0.09035175872448559
14,Alefa,ndwi6,2018-05-17,-0.08915686894615901
14,Alefa,ndwi6,2018-05-18,-0.08486027576536972
14,Alefa,ndwi6,2018-05-19,-0.08472623188348317
14,Alefa,ndwi6,2018-05-20,-0.08618287795337669
14,Alefa,ndwi6,2018-05-21,-0.0857398628906532
14,Alefa,ndwi6,2018-05-22,-0.08211823333898939
14,Alefa,ndwi6,2018-05-23,-0.08041253450039906
14,Alefa,ndwi6,2018-05-24,-0.08258528128876899
14,Alefa,ndwi6,2018-05-25,-0.09354415148720163
14,Alefa,ndwi6,2018-05-26,-0.0799912646837055
14,Alefa,ndwi6,2018-05-27,-0.09048251916393761
14,Alefa,ndwi6,2018-05-28,-0.08082272128734991
14,Alefa,ndwi6,2018-05-29,-0.05325276894633811
14,Alefa,ndwi6,2018-05-30,-0.09381109516012005
14,Alefa,ndwi6,2018-05-31,-0.04807720750467441
14,Alefa,ndwi6,2018-06-01,-0.028299298036394607
14,Alefa,ndwi6,2018-06-02,-0.024401179279219275
14,Alefa,ndwi6,2018-06-03,-0.001008866532407996
14,Alefa,ndwi6,2018-06-04,-6.11534794176452e-5
14,Alefa,ndwi6,2018-06-05,-6.676049660298334e-4
14,Alefa,ndwi6,2018-06-06,-5.581516466757699e-4
14,Alefa,ndwi6,2018-06-07,0.026733079195870504
14,Alefa,ndwi6,2018-06-08,0.024415445650308502
14,Alefa,ndwi6,2018-06-09,0.02257877489246098
14,Alefa,ndwi6,2018-06-10,0.03438041665833128
14,Alefa,ndwi6,2018-06-11,0.03296358697800722
14,Alefa,ndwi6,2018-06-12,0.03485388125009516
14,Alefa,ndwi6,2018-06-13,0.03565445295297181
14,Alefa,ndwi6,2018-06-14,0.03954853816067413
14,Alefa,ndwi6,2018-06-15,0.03898180245211918
14,Alefa,ndwi6,2018-06-16,0.05932418577036785
14,Alefa,ndwi6,2018-06-17,0.0762733121641766
14,Alefa,ndwi6,2018-06-18,0.08226541516373534
14,Alefa,ndwi6,2018-06-19,0.11786134369050143
14,Alefa,ndwi6,2018-06-20,0.11716475160211487
14,Alefa,ndwi6,2018-06-21,0.1492711493282163
14,Alefa,ndwi6,2018-06-22,0.14931229922238665
14,Alefa,ndwi6,2018-06-23,0.16219019478781577
14,Alefa,ndwi6,2018-06-24,0.16379443306611782
14,Alefa,ndwi6,2018-06-25,0.1652739510699891
14,Alefa,ndwi6,2018-06-26,0.14478438930378218
14,Alefa,ndwi6,2018-06-27,NA
14,Alefa,ndwi6,2018-06-28,NA
14,Alefa,ndwi6,2018-06-29,NA
14,Alefa,ndwi6,2018-06-30,0.15832162320186802
14,Alefa,ndwi6,2018-07-01,0.15889614999433627
14,Alefa,ndwi6,2018-07-02,0.15946668637858108
14,Alefa,ndwi6,2018-07-03,0.15996144280011737
14,Alefa,ndwi6,2018-07-04,NA
14,Alefa,ndwi6,2018-07-05,NA
14,Alefa,ndwi6,2018-07-06,NA
14,Alefa,ndwi6,2018-07-07,NA
14,Alefa,ndwi6,2018-07-08,NA
14,Alefa,ndwi6,2018-07-09,NA
14,Alefa,ndwi6,2018-07-10,NA
14,Alefa,ndwi6,2018-07-11,0.2664858207515533
14,Alefa,ndwi6,2018-07-12,0.2668279026968302
14,Alefa,ndwi6,2018-07-13,0.2672227796471635
14,Alefa,ndwi6,2018-07-14,0.27907334326440625
14,Alefa,ndwi6,2018-07-15,0.2791593975016103
14,Alefa,ndwi6,2018-07-16,NA
14,Alefa,ndwi6,2018-07-17,NA
14,Alefa,ndwi6,2018-07-18,NA
14,Alefa,ndwi6,2018-07-19,NA
14,Alefa,ndwi6,2018-07-20,NA
14,Alefa,ndwi6,2018-07-21,NA
14,Alefa,ndwi6,2018-07-22,NA
14,Alefa,ndwi6,2018-07-23,NA
14,Alefa,ndwi6,2018-07-24,NA
14,Alefa,ndwi6,2018-07-25,NA
14,Alefa,ndwi6,2018-07-26,0.27376348463260736
14,Alefa,ndwi6,2018-07-27,0.2747580044676099
14,Alefa,ndwi6,2018-07-28,0.26631887800999343
14,Alefa,ndwi6,2018-07-29,0.26584550784776656
14,Alefa,ndwi6,2018-07-30,0.27531648623108723
14,Alefa,ndwi6,2018-07-31,0.2745385615733803
14,Alefa,ndwi6,2018-08-01,0.2743167695206944
14,Alefa,ndwi6,2018-08-02,0.27435415057650453
14,Alefa,ndwi6,2018-08-03,0.2749647859918013
14,Alefa,ndwi6,2018-08-04,0.2778262061703939
14,Alefa,ndwi6,2018-08-05,0.2776295472525825
14,Alefa,ndwi6,2018-08-06,0.27738429195358294
14,Alefa,ndwi6,2018-08-07,0.2769644891426732
14,Alefa,ndwi6,2018-08-08,0.3336974330966685
14,Alefa,ndwi6,2018-08-09,NA
14,Alefa,ndwi6,2018-08-10,NA
14,Alefa,ndwi6,2018-08-11,NA
14,Alefa,ndwi6,2018-08-12,NA
14,Alefa,ndwi6,2018-08-13,0.30579302949988296
14,Alefa,ndwi6,2018-08-14,0.29933396764985726
14,Alefa,ndwi6,2018-08-15,NA
14,Alefa,ndwi6,2018-08-16,0.2861014324428959
14,Alefa,ndwi6,2018-08-17,0.27921612603241874
14,Alefa,ndwi6,2018-08-18,0.280793664213595
14,Alefa,ndwi6,2018-08-19,0.28068742713853484
14,Alefa,ndwi6,2018-08-20,0.28520282567175365
14,Alefa,ndwi6,2018-08-21,0.3011260046655969
14,Alefa,ndwi6,2018-08-22,0.3027484318249619
14,Alefa,ndwi6,2018-08-23,0.3110519886158357
14,Alefa,ndwi6,2018-08-24,0.3146513124578512
14,Alefa,ndwi6,2018-08-25,0.31448358886200056
14,Alefa,ndwi6,2018-08-26,0.31278136735167444
14,Alefa,ndwi6,2018-08-27,0.3114567898836192
14,Alefa,ndwi6,2018-08-28,0.31771152450136014
14,Alefa,ndwi6,2018-08-29,0.3248173268986213
14,Alefa,ndwi6,2018-08-30,0.3109488133254152
14,Alefa,ndwi6,2018-08-31,0.30958907659230345
14,Alefa,ndwi6,2018-09-01,0.3104680904127559
14,Alefa,ndwi6,2018-09-02,0.30178224571399254
14,Alefa,ndwi6,2018-09-03,0.30096603775236924
14,Alefa,ndwi6,2018-09-04,0.29798541918557203
14,Alefa,ndwi6,2018-09-05,0.30149515515613484
14,Alefa,ndwi6,2018-09-06,0.30159599125632974
14,Alefa,ndwi6,2018-09-07,0.29822300171265986
14,Alefa,ndwi6,2018-09-08,0.2981611678975263
14,Alefa,ndwi6,2018-09-09,0.30592799954046446
14,Alefa,ndwi6,2018-09-10,0.3061206635425798
14,Alefa,ndwi6,2018-09-11,0.3074806590448195
14,Alefa,ndwi6,2018-09-12,0.30793391572229023
14,Alefa,ndwi6,2018-09-13,0.30872160425414724
14,Alefa,ndwi6,2018-09-14,0.30565307883348297
14,Alefa,ndwi6,2018-09-15,0.3050270354895217
14,Alefa,ndwi6,2018-09-16,0.30527173028369226
14,Alefa,ndwi6,2018-09-17,0.30325442399706537
14,Alefa,ndwi6,2018-09-18,0.29635813360107793
14,Alefa,ndwi6,2018-09-19,0.2961711267300531
14,Alefa,ndwi6,2018-09-20,0.2904382077424236
14,Alefa,ndwi6,2018-09-21,0.2891209663259351
14,Alefa,ndwi6,2018-09-22,0.2908036560572454
14,Alefa,ndwi6,2018-09-23,0.28929769736856503
14,Alefa,ndwi6,2018-09-24,0.2896012908033594
14,Alefa,ndwi6,2018-09-25,0.2795305778198702
14,Alefa,ndwi6,2018-09-26,0.2796507699076711
14,Alefa,ndwi6,2018-09-27,0.26734962981798366
14,Alefa,ndwi6,2018-09-28,0.27053240551268154
14,Alefa,ndwi6,2018-09-29,0.26633159199867085
14,Alefa,ndwi6,2018-09-30,0.2634609349156081
14,Alefa,ndwi6,2018-10-01,0.2663088450129094
14,Alefa,ndwi6,2018-10-02,0.24596653454978304
14,Alefa,ndwi6,2018-10-03,0.25040019247630707
14,Alefa,ndwi6,2018-10-04,0.23581211529950089
14,Alefa,ndwi6,2018-10-05,0.24223849600285308
14,Alefa,ndwi6,2018-10-06,0.2351403360519735
14,Alefa,ndwi6,2018-10-07,0.2301921166366998
14,Alefa,ndwi6,2018-10-08,0.2207707650724132
14,Alefa,ndwi6,2018-10-09,0.21783963716139082
14,Alefa,ndwi6,2018-10-10,0.21864814530003826
14,Alefa,ndwi6,2018-10-11,0.21951237889927644
14,Alefa,ndwi6,2018-10-12,0.21953679128889814
14,Alefa,ndwi6,2018-10-13,0.21535523334143175
14,Alefa,ndwi6,2018-10-14,0.21963446271028944
14,Alefa,ndwi6,2018-10-15,0.20949288251056591
14,Alefa,ndwi6,2018-10-16,0.21387701762775455
14,Alefa,ndwi6,2018-10-17,0.21467953321118513
14,Alefa,ndwi6,2018-10-18,0.20623412919037443
14,Alefa,ndwi6,2018-10-19,0.20424643523355387
14,Alefa,ndwi6,2018-10-20,0.18518687239524234
14,Alefa,ndwi6,2018-10-21,0.1893088202011461
14,Alefa,ndwi6,2018-10-22,0.18330047836973087
14,Alefa,ndwi6,2018-10-23,0.183802590836009
14,Alefa,ndwi6,2018-10-24,0.1836872654036769
14,Alefa,ndwi6,2018-10-25,0.17853529672219043
14,Alefa,ndwi6,2018-10-26,0.1784285022084153
14,Alefa,ndwi6,2018-10-27,0.17182349099272592
14,Alefa,ndwi6,2018-10-28,0.17397875240875335
14,Alefa,ndwi6,2018-10-29,0.16914818792748462
14,Alefa,ndwi6,2018-10-30,0.17245600841378178
14,Alefa,ndwi6,2018-10-31,0.16825125758326331
14,Alefa,ndwi6,2018-11-01,0.1637222452803033
14,Alefa,ndwi6,2018-11-02,0.16542434178847942
14,Alefa,ndwi6,2018-11-03,0.1630657771367781
14,Alefa,ndwi6,2018-11-04,0.16567507255850117
14,Alefa,ndwi6,2018-11-05,0.14925512177768208
14,Alefa,ndwi6,2018-11-06,0.15005505484481932
14,Alefa,ndwi6,2018-11-07,0.1468474912598349
14,Alefa,ndwi6,2018-11-08,0.14567765040930838
14,Alefa,ndwi6,2018-11-09,0.1459323173205932
14,Alefa,ndwi6,2018-11-10,0.13656913729398615
14,Alefa,ndwi6,2018-11-11,0.13571653616057278
14,Alefa,ndwi6,2018-11-12,0.11756717277877668
14,Alefa,ndwi6,2018-11-13,0.12141585008608637
14,Alefa,ndwi6,2018-11-14,0.10492727420859041
14,Alefa,ndwi6,2018-11-15,0.10705999129815955
14,Alefa,ndwi6,2018-11-16,0.10235532133126099
14,Alefa,ndwi6,2018-11-17,0.09796732005829593
14,Alefa,ndwi6,2018-11-18,0.09853794860958567
14,Alefa,ndwi6,2018-11-19,0.09334316677429269
14,Alefa,ndwi6,2018-11-20,0.0938463180862515
14,Alefa,ndwi6,2018-11-21,0.07849116375940993
14,Alefa,ndwi6,2018-11-22,0.0807243401156591
14,Alefa,ndwi6,2018-11-23,0.07310731063263634
14,Alefa,ndwi6,2018-11-24,0.0705269396565873
14,Alefa,ndwi6,2018-11-25,0.07181353119063248
14,Alefa,ndwi6,2018-11-26,0.0646844860284233
14,Alefa,ndwi6,2018-11-27,0.06456899149885548
14,Alefa,ndwi6,2018-11-28,0.050956838852190864
14,Alefa,ndwi6,2018-11-29,0.05515108476451592
14,Alefa,ndwi6,2018-11-30,0.04473125344671427
14,Alefa,ndwi6,2018-12-01,0.04520539714483624
14,Alefa,ndwi6,2018-12-02,0.04401659201123566
14,Alefa,ndwi6,2018-12-03,0.04009039006794789
14,Alefa,ndwi6,2018-12-04,0.04106810701543361
14,Alefa,ndwi6,2018-12-05,0.03349931728370004
14,Alefa,ndwi6,2018-12-06,0.03363549177337441
14,Alefa,ndwi6,2018-12-07,0.023463718366609935
14,Alefa,ndwi6,2018-12-08,0.026162043870379043
14,Alefa,ndwi6,2018-12-09,0.020292359056426963
14,Alefa,ndwi6,2018-12-10,0.02085554852338878
14,Alefa,ndwi6,2018-12-11,0.020095052659673904
14,Alefa,ndwi6,2018-12-12,0.015045605873093743
14,Alefa,ndwi6,2018-12-13,0.014369167237804821
14,Alefa,ndwi6,2018-12-14,0.0053958027291526245
14,Alefa,ndwi6,2018-12-15,0.009770254046134906
14,Alefa,ndwi6,2018-12-16,0.0018982931870119221
14,Alefa,ndwi6,2018-12-17,0.003055027087594374
14,Alefa,ndwi6,2018-12-18,0.0013497786963967862
14,Alefa,ndwi6,2018-12-19,-0.0030469728749858
14,Alefa,ndwi6,2018-12-20,-0.004070373285485305
14,Alefa,ndwi6,2018-12-21,-0.009125479701509636
14,Alefa,ndwi6,2018-12-22,-0.008884013816850955
14,Alefa,ndwi6,2018-12-23,-0.015367007176922022
14,Alefa,ndwi6,2018-12-24,-0.013734723828652469
14,Alefa,ndwi6,2018-12-25,-0.01677341164545633
14,Alefa,ndwi6,2018-12-26,-0.017928302311953807
14,Alefa,ndwi6,2018-12-27,-0.01766951962661522
14,Alefa,ndwi6,2018-12-28,-0.022470953870309122
14,Alefa,ndwi6,2018-12-29,-0.022422936812676087
14,Alefa,ndwi6,2018-12-30,-0.028040936291925667
14,Alefa,ndwi6,2018-12-31,-0.02464466318856055
31,Andabiet,ndwi6,2016-01-01,-0.005344593909111569
31,Andabiet,ndwi6,2016-01-02,-0.0077821234962578536
31,Andabiet,ndwi6,2016-01-03,-0.006787157184570053
31,Andabiet,ndwi6,2016-01-04,-0.005838334265151018
31,Andabiet,ndwi6,2016-01-05,-0.009441255018334246
31,Andabiet,ndwi6,2016-01-06,-0.009496976262026613
31,Andabiet,ndwi6,2016-01-07,-0.011189453890023297
31,Andabiet,ndwi6,2016-01-08,-0.01171889283131415
31,Andabiet,ndwi6,2016-01-09,-0.01751840255143735
31,Andabiet,ndwi6,2016-01-10,-0.017590851827438792
31,Andabiet,ndwi6,2016-01-11,-0.020343449722866145
31,Andabiet,ndwi6,2016-01-12,-0.02060709706553709
31,Andabiet,ndwi6,2016-01-13,-0.020029656621647393
31,Andabiet,ndwi6,2016-01-14,-0.02148895585452785
31,Andabiet,ndwi6,2016-01-15,-0.023014312480880088
31,Andabiet,ndwi6,2016-01-16,-0.028160494449588784
31,Andabiet,ndwi6,2016-01-17,-0.02886251824810588
31,Andabiet,ndwi6,2016-01-18,-0.030797020574995764
31,Andabiet,ndwi6,2016-01-19,-0.031378404217185345
31,Andabiet,ndwi6,2016-01-20,-0.028897723013053937
31,Andabiet,ndwi6,2016-01-21,-0.029204370387179608
31,Andabiet,ndwi6,2016-01-22,-0.028898760314896764
31,Andabiet,ndwi6,2016-01-23,-0.03188906775138229
31,Andabiet,ndwi6,2016-01-24,-0.03318863344655296
31,Andabiet,ndwi6,2016-01-25,-0.03483034950957591
31,Andabiet,ndwi6,2016-01-26,-0.033601297810142414
31,Andabiet,ndwi6,2016-01-27,-0.03405093816650884
31,Andabiet,ndwi6,2016-01-28,-0.034716216351276315
31,Andabiet,ndwi6,2016-01-29,-0.03459320085589912
31,Andabiet,ndwi6,2016-01-30,-0.036321502106579924
31,Andabiet,ndwi6,2016-01-31,-0.03719110791196281
31,Andabiet,ndwi6,2016-02-01,-0.03784921368708034
31,Andabiet,ndwi6,2016-02-02,-0.03823895792823111
31,Andabiet,ndwi6,2016-02-03,-0.04002003966431426
31,Andabiet,ndwi6,2016-02-04,-0.04000132278954602
31,Andabiet,ndwi6,2016-02-05,-0.040555284602591245
31,Andabiet,ndwi6,2016-02-06,-0.04168364538081956
31,Andabiet,ndwi6,2016-02-07,-0.04098976957514375
31,Andabiet,ndwi6,2016-02-08,-0.04124474136028361
31,Andabiet,ndwi6,2016-02-09,-0.04237050803105875
31,Andabiet,ndwi6,2016-02-10,-0.04391322704586204
31,Andabiet,ndwi6,2016-02-11,-0.04423438825639387
31,Andabiet,ndwi6,2016-02-12,-0.04488449568290283
31,Andabiet,ndwi6,2016-02-13,-0.04521290017195194
31,Andabiet,ndwi6,2016-02-14,-0.044328741027673355
31,Andabiet,ndwi6,2016-02-15,-0.04510888535016227
31,Andabiet,ndwi6,2016-02-16,-0.04555176761511653
31,Andabiet,ndwi6,2016-02-17,-0.04628261361229142
31,Andabiet,ndwi6,2016-02-18,-0.04681599055677964
31,Andabiet,ndwi6,2016-02-19,-0.047333015747003965
31,Andabiet,ndwi6,2016-02-20,-0.047612472762669916
31,Andabiet,ndwi6,2016-02-21,-0.04996566039652596
31,Andabiet,ndwi6,2016-02-22,-0.0484231693194218
31,Andabiet,ndwi6,2016-02-23,-0.045947614957143564
31,Andabiet,ndwi6,2016-02-24,-0.05101411293530982
31,Andabiet,ndwi6,2016-02-25,-0.04824442856101044
31,Andabiet,ndwi6,2016-02-26,-0.05170185046211953
31,Andabiet,ndwi6,2016-02-27,-0.0512256566744162
31,Andabiet,ndwi6,2016-02-28,-0.05489172556857485
31,Andabiet,ndwi6,2016-02-29,-0.05451658642810036
31,Andabiet,ndwi6,2016-03-01,-0.05557599346020095
31,Andabiet,ndwi6,2016-03-02,-0.057507534921928866
31,Andabiet,ndwi6,2016-03-03,-0.057822319413946575
31,Andabiet,ndwi6,2016-03-04,-0.05281274755884857
31,Andabiet,ndwi6,2016-03-05,-0.051549680955346094
31,Andabiet,ndwi6,2016-03-06,-0.05019096587314615
31,Andabiet,ndwi6,2016-03-07,-0.05003210234421516
31,Andabiet,ndwi6,2016-03-08,-0.04998749763182264
31,Andabiet,ndwi6,2016-03-09,-0.049816722716791106
31,Andabiet,ndwi6,2016-03-10,-0.0492303013281941
31,Andabiet,ndwi6,2016-03-11,-0.0477534392867544
31,Andabiet,ndwi6,2016-03-12,-0.046649459087174196
31,Andabiet,ndwi6,2016-03-13,-0.04718666051251368
31,Andabiet,ndwi6,2016-03-14,-0.04762535277826428
31,Andabiet,ndwi6,2016-03-15,-0.04728286804019768
31,Andabiet,ndwi6,2016-03-16,-0.04584065044112418
31,Andabiet,ndwi6,2016-03-17,-0.04682955826731167
31,Andabiet,ndwi6,2016-03-18,-0.046592764767348624
31,Andabiet,ndwi6,2016-03-19,-0.04665252238578212
31,Andabiet,ndwi6,2016-03-20,-0.04906942584537928
31,Andabiet,ndwi6,2016-03-21,-0.0506446853338297
31,Andabiet,ndwi6,2016-03-22,-0.0547034211118306
31,Andabiet,ndwi6,2016-03-23,-0.05276084741648711
31,Andabiet,ndwi6,2016-03-24,-0.05431433143971952
31,Andabiet,ndwi6,2016-03-25,-0.054468676857668895
31,Andabiet,ndwi6,2016-03-26,-0.05459328134962009
31,Andabiet,ndwi6,2016-03-27,-0.05573739717969077
31,Andabiet,ndwi6,2016-03-28,-0.05762439849128357
31,Andabiet,ndwi6,2016-03-29,-0.057473716235564944
31,Andabiet,ndwi6,2016-03-30,-0.057759167618317085
31,Andabiet,ndwi6,2016-03-31,-0.0587125377867936
31,Andabiet,ndwi6,2016-04-01,-0.058777102357773364
31,Andabiet,ndwi6,2016-04-02,-0.05976089994674955
31,Andabiet,ndwi6,2016-04-03,-0.05897487817194283
31,Andabiet,ndwi6,2016-04-04,-0.059417264186998844
31,Andabiet,ndwi6,2016-04-05,-0.05791724444837168
31,Andabiet,ndwi6,2016-04-06,-0.05962091737809185
31,Andabiet,ndwi6,2016-04-07,-0.059327377520692094
31,Andabiet,ndwi6,2016-04-08,-0.05941688710870835
31,Andabiet,ndwi6,2016-04-09,-0.05945510695991307
31,Andabiet,ndwi6,2016-04-10,-0.059252224594304403
31,Andabiet,ndwi6,2016-04-11,-0.05972205928471675
31,Andabiet,ndwi6,2016-04-12,-0.0583287680175335
31,Andabiet,ndwi6,2016-04-13,-0.05819296216157531
31,Andabiet,ndwi6,2016-04-14,-0.057307624889037546
31,Andabiet,ndwi6,2016-04-15,-0.05708243568253455
31,Andabiet,ndwi6,2016-04-16,-0.05577175696646734
31,Andabiet,ndwi6,2016-04-17,-0.05564227568948805
31,Andabiet,ndwi6,2016-04-18,-0.055526541554645065
31,Andabiet,ndwi6,2016-04-19,-0.055056436858589325
31,Andabiet,ndwi6,2016-04-20,-0.05528269107380895
31,Andabiet,ndwi6,2016-04-21,-0.054958572569192086
31,Andabiet,ndwi6,2016-04-22,-0.054981601517089806
31,Andabiet,ndwi6,2016-04-23,-0.054780410765173294
31,Andabiet,ndwi6,2016-04-24,-0.05468651511223268
31,Andabiet,ndwi6,2016-04-25,-0.05432407717572304
31,Andabiet,ndwi6,2016-04-26,-0.052190777524315245
31,Andabiet,ndwi6,2016-04-27,-0.0545275313634897
31,Andabiet,ndwi6,2016-04-28,-0.05283767961963365
31,Andabiet,ndwi6,2016-04-29,-0.04741723129536357
31,Andabiet,ndwi6,2016-04-30,-0.057034534466522534
31,Andabiet,ndwi6,2016-05-01,-0.04665501832211083
31,Andabiet,ndwi6,2016-05-02,-0.06818141774355355
31,Andabiet,ndwi6,2016-05-03,-0.05984603320895921
31,Andabiet,ndwi6,2016-05-04,-0.06342203794950854
31,Andabiet,ndwi6,2016-05-05,-0.06581763901066098
31,Andabiet,ndwi6,2016-05-06,-0.06049413712454457
31,Andabiet,ndwi6,2016-05-07,-0.04665093919423599
31,Andabiet,ndwi6,2016-05-08,-0.04590970151818259
31,Andabiet,ndwi6,2016-05-09,-0.03458830361960349
31,Andabiet,ndwi6,2016-05-10,-0.034297763735937535
31,Andabiet,ndwi6,2016-05-11,-0.029480441200554344
31,Andabiet,ndwi6,2016-05-12,-0.019222402460944192
31,Andabiet,ndwi6,2016-05-13,-0.007208604330565849
31,Andabiet,ndwi6,2016-05-14,-0.006249800540447077
31,Andabiet,ndwi6,2016-05-15,-0.006761391987434709
31,Andabiet,ndwi6,2016-05-16,-4.197349635389686e-4
31,Andabiet,ndwi6,2016-05-17,-4.0960681727287245e-4
31,Andabiet,ndwi6,2016-05-18,0.011578508173887439
31,Andabiet,ndwi6,2016-05-19,0.006261044329219904
31,Andabiet,ndwi6,2016-05-20,-1.5023813783652095e-4
31,Andabiet,ndwi6,2016-05-21,0.004808842834734999
31,Andabiet,ndwi6,2016-05-22,0.0027036921414851523
31,Andabiet,ndwi6,2016-05-23,0.021312019564827513
31,Andabiet,ndwi6,2016-05-24,0.021525524626374862
31,Andabiet,ndwi6,2016-05-25,0.042923586935267294
31,Andabiet,ndwi6,2016-05-26,0.03349453609117172
31,Andabiet,ndwi6,2016-05-27,0.03542387027121043
31,Andabiet,ndwi6,2016-05-28,0.036933047790374256
31,Andabiet,ndwi6,2016-05-29,0.03478424601019409
31,Andabiet,ndwi6,2016-05-30,0.041221368948233396
31,Andabiet,ndwi6,2016-05-31,0.04116217177918166
31,Andabiet,ndwi6,2016-06-01,0.05346391104448734
31,Andabiet,ndwi6,2016-06-02,0.05345834575937263
31,Andabiet,ndwi6,2016-06-03,0.046271782622035684
31,Andabiet,ndwi6,2016-06-04,0.04780697010459775
31,Andabiet,ndwi6,2016-06-05,0.052064560373559936
31,Andabiet,ndwi6,2016-06-06,0.052394108754535436
31,Andabiet,ndwi6,2016-06-07,0.05245210429398258
31,Andabiet,ndwi6,2016-06-08,0.054974729640882
31,Andabiet,ndwi6,2016-06-09,0.05443185682033299
31,Andabiet,ndwi6,2016-06-10,0.0633735616007088
31,Andabiet,ndwi6,2016-06-11,0.06505487148686909
31,Andabiet,ndwi6,2016-06-12,0.0691942936840744
31,Andabiet,ndwi6,2016-06-13,0.0749618450412566
31,Andabiet,ndwi6,2016-06-14,0.08464131082298554
31,Andabiet,ndwi6,2016-06-15,0.08595802997341728
31,Andabiet,ndwi6,2016-06-16,0.08554928126218561
31,Andabiet,ndwi6,2016-06-17,0.11093996966636314
31,Andabiet,ndwi6,2016-06-18,0.11127904494506909
31,Andabiet,ndwi6,2016-06-19,0.1252532082960274
31,Andabiet,ndwi6,2016-06-20,0.12716829380662695
31,Andabiet,ndwi6,2016-06-21,0.14842078588270877
31,Andabiet,ndwi6,2016-06-22,0.16662127153371298
31,Andabiet,ndwi6,2016-06-23,0.16735065856863993
31,Andabiet,ndwi6,2016-06-24,0.14936196746475033
31,Andabiet,ndwi6,2016-06-25,0.14955377063047634
31,Andabiet,ndwi6,2016-06-26,0.18442300583303384
31,Andabiet,ndwi6,2016-06-27,0.18493346416440717
31,Andabiet,ndwi6,2016-06-28,0.1852925758587825
31,Andabiet,ndwi6,2016-06-29,0.18571413336331458
31,Andabiet,ndwi6,2016-06-30,0.1859089455947218
31,Andabiet,ndwi6,2016-07-01,0.21652062319605386
31,Andabiet,ndwi6,2016-07-02,0.2168082141404901
31,Andabiet,ndwi6,2016-07-03,0.21914497649694475
31,Andabiet,ndwi6,2016-07-04,0.2193549591816868
31,Andabiet,ndwi6,2016-07-05,0.23095931831991318
31,Andabiet,ndwi6,2016-07-06,0.25351578662641283
31,Andabiet,ndwi6,2016-07-07,0.2545618894321302
31,Andabiet,ndwi6,2016-07-08,0.2574628060539941
31,Andabiet,ndwi6,2016-07-09,0.2577027109393808
31,Andabiet,ndwi6,2016-07-10,NA
31,Andabiet,ndwi6,2016-07-11,NA
31,Andabiet,ndwi6,2016-07-12,0.2278334649791408
31,Andabiet,ndwi6,2016-07-13,0.22769949190202418
31,Andabiet,ndwi6,2016-07-14,0.22722191836197178
31,Andabiet,ndwi6,2016-07-15,0.2186902751664708
31,Andabiet,ndwi6,2016-07-16,0.21821881171238042
31,Andabiet,ndwi6,2016-07-17,0.21783685096639102
31,Andabiet,ndwi6,2016-07-18,0.21473757937472188
31,Andabiet,ndwi6,2016-07-19,0.2176619686870367
31,Andabiet,ndwi6,2016-07-20,0.21769203252896588
31,Andabiet,ndwi6,2016-07-21,0.20433733097031806
31,Andabiet,ndwi6,2016-07-22,NA
31,Andabiet,ndwi6,2016-07-23,NA
31,Andabiet,ndwi6,2016-07-24,0.2481198198706529
31,Andabiet,ndwi6,2016-07-25,0.25006848029130213
31,Andabiet,ndwi6,2016-07-26,NA
31,Andabiet,ndwi6,2016-07-27,NA
31,Andabiet,ndwi6,2016-07-28,NA
31,Andabiet,ndwi6,2016-07-29,NA
31,Andabiet,ndwi6,2016-07-30,NA
31,Andabiet,ndwi6,2016-07-31,NA
31,Andabiet,ndwi6,2016-08-01,NA
31,Andabiet,ndwi6,2016-08-02,NA
31,Andabiet,ndwi6,2016-08-03,NA
31,Andabiet,ndwi6,2016-08-04,NA
31,Andabiet,ndwi6,2016-08-05,NA
31,Andabiet,ndwi6,2016-08-06,NA
31,Andabiet,ndwi6,2016-08-07,NA
31,Andabiet,ndwi6,2016-08-08,0.25777955310354017
31,Andabiet,ndwi6,2016-08-09,0.26501943670607864
