woreda,zone,epi_year,epi_week,popul_tot,popul_malar,mal_inp,mal_outp,rdt_done,rdt_pf_tot,rdt_pv_only,bf_done,bf_pf_tot,bf_pv_only
Mecha,West Gojjam,2015,45,377231.9516,377231.9516,0,43,136,17,5,577,8,13
Mecha,West Gojjam,2015,46,377231.9516,377231.9516,0,39,203,13,7,598,10,9
Mecha,West Gojjam,2015,47,377231.9516,377231.9516,0,43,407,22,5,381,14,2
Mecha,West Gojjam,2015,48,377231.9516,377231.9516,0,50,141,19,5,549,13,13
Mecha,West Gojjam,2015,49,377231.9516,377231.9516,0,53,151,23,13,534,7,10
Mecha,West Gojjam,2015,50,377231.9516,377231.9516,0,50,187,21,9,548,10,10
Mecha,West Gojjam,2015,51,377231.9516,377231.9516,0,32,123,18,6,381,2,6
Mecha,West Gojjam,2015,52,377231.9516,377231.9516,0,26,96,10,6,336,5,5
Mecha,West Gojjam,2015,53,377231.9516,377231.9516,0,31,92,14,4,357,7,6
Mecha,West Gojjam,2016,1,377231.9516,377231.9516,0,22,72,7,2,366,4,9
Mecha,West Gojjam,2016,2,377231.9516,377231.9516,0,27,84,11,8,439,2,6
Mecha,West Gojjam,2016,3,377231.9516,377231.9516,1,17,60,3,2,416,6,7
Mecha,West Gojjam,2016,4,377231.9516,377231.9516,0,15,87,1,1,397,4,9
Mecha,West Gojjam,2016,5,377231.9516,377231.9516,0,18,81,3,5,416,2,8
Mecha,West Gojjam,2016,6,377231.9516,377231.9516,0,10,55,0,3,368,2,5
Mecha,West Gojjam,2016,7,377231.9516,377231.9516,0,23,84,4,9,519,6,4
Mecha,West Gojjam,2016,8,377231.9516,377231.9516,0,21,92,4,4,608,6,7
Mecha,West Gojjam,2016,9,377231.9516,377231.9516,0,30,157,7,11,719,4,8
Mecha,West Gojjam,2016,10,377231.9516,377231.9516,0,24,172,6,6,691,4,8
Mecha,West Gojjam,2016,11,377231.9516,377231.9516,0,13,187,1,7,717,2,3
Mecha,West Gojjam,2016,12,377231.9516,377231.9516,0,20,165,4,5,617,5,6
Mecha,West Gojjam,2016,13,377231.9516,377231.9516,0,22,164,9,7,482,2,4
Mecha,West Gojjam,2016,14,377231.9516,377231.9516,0,19,121,3,7,346,4,5
Mecha,West Gojjam,2016,15,377231.9516,377231.9516,0,14,85,0,3,426,2,9
Mecha,West Gojjam,2016,16,377231.9516,377231.9516,0,7,74,2,1,231,3,1
Mecha,West Gojjam,2016,17,377231.9516,377231.9516,0,16,77,2,4,360,3,7
Mecha,West Gojjam,2016,18,377231.9516,377231.9516,0,9,53,1,0,231,2,6
Mecha,West Gojjam,2016,19,377231.9516,377231.9516,0,34,122,15,3,456,8,8
Mecha,West Gojjam,2016,20,377231.9516,377231.9516,0,44,118,14,4,472,15,11
Mecha,West Gojjam,2016,21,377231.9516,377231.9516,0,34,124,5,5,496,11,13
Mecha,West Gojjam,2016,22,377231.9516,377231.9516,0,65,155,16,7,450,17,25
Mecha,West Gojjam,2016,23,377231.9516,377231.9516,0,78,112,10,7,667,26,35
Mecha,West Gojjam,2016,24,377231.9516,377231.9516,0,45,106,2,9,676,11,23
Mecha,West Gojjam,2016,25,377231.9516,377231.9516,4,51,92,0,6,680,22,27
Mecha,West Gojjam,2016,26,377231.9516,377231.9516,1,25,96,0,6,591,13,7
Mecha,West Gojjam,2016,27,377231.9516,377231.9516,0,16,130,6,3,358,5,2
Mecha,West Gojjam,2016,28,384022.1267,384022.1267,0,22,113,5,3,369,6,8
Mecha,West Gojjam,2016,29,384022.1267,384022.1267,2,16,76,1,4,393,10,3
Mecha,West Gojjam,2016,30,384022.1267,384022.1267,2,18,79,7,5,376,5,3
Mecha,West Gojjam,2016,31,384022.1267,384022.1267,0,15,89,6,1,389,5,3
Mecha,West Gojjam,2016,32,384022.1267,384022.1267,1,18,106,8,1,310,8,2
Mecha,West Gojjam,2016,33,384022.1267,384022.1267,0,25,87,7,1,385,10,7
Mecha,West Gojjam,2016,34,384022.1267,384022.1267,0,23,70,8,0,227,10,5
Mecha,West Gojjam,2016,35,384022.1267,384022.1267,2,52,191,25,11,314,13,5
Mecha,West Gojjam,2016,36,384022.1267,384022.1267,0,38,127,26,5,241,7,0
Mecha,West Gojjam,2016,37,384022.1267,384022.1267,0,38,127,26,5,241,7,0
Mecha,West Gojjam,2016,38,384022.1267,384022.1267,0,125,197,80,13,328,25,7
Mecha,West Gojjam,2016,39,384022.1267,384022.1267,0,71,195,40,12,293,11,8
Mecha,West Gojjam,2016,40,384022.1267,384022.1267,0,6,98,1,2,232,2,1
Mecha,West Gojjam,2016,41,384022.1267,384022.1267,0,46,144,21,14,300,8,3
Mecha,West Gojjam,2016,42,384022.1267,384022.1267,0,32,147,10,9,360,8,5
Mecha,West Gojjam,2016,43,384022.1267,384022.1267,0,40,111,12,10,377,11,7
Mecha,West Gojjam,2016,44,384022.1267,384022.1267,0,36,114,8,1,476,21,6
